* T-Spice 6.02 Simulation	Sun Dec 26 12:22:34 2021	D:\Materials\college\final year\Final-year-projects\Digital IC\labs\lab1\Module0.sp  (CAZM)
* Command line: tspice -o D:\Materials\college\final year\Final-year-projects\Digital IC\labs\lab1\Module0_0.out D:\Materials\college\final year\Final-year-projects\Digital IC\labs\lab1\Module0.sp 
* T-Spice Win32 6.02.20000302.11:47:10
* Operating System: Windows NT/95

*SEDIT: probesdbfile="D:\Materials\college\final year\Final-year-projects\Digital IC\lab1\inverter_schematic.sdb"
*SEDIT: probetopmodule="Module0"
*SEDIT: Alter blocks = 0

* Device and node counts:
*             MOSFETs - 2                 MOSFET geometries - 2       
*                BJTs - 0                             JFETs - 0       
*             MESFETs - 0                            Diodes - 0       
*          Capacitors - 1                         Resistors - 0       
*           Inductors - 0                  Mutual inductors - 0       
*  Transmission lines - 0        Coupled transmission lines - 0       
*     Voltage sources - 2                   Current sources - 0       
*                VCVS - 0                              VCCS - 0       
*                CCVS - 0                              CCCS - 0       
*    V-control switch - 0                  I-control switch - 0       
*       Macro devices - 0        Functional model instances - 0       
*         Subcircuits - 0              Subcircuit instances - 0       
*   Independent nodes - 1                    Boundary nodes - 3       
*         Total nodes - 4       


*SEDIT: Alter=0
*SEDIT: Analysis types DCOP 1 ACMODEL 1 AC 0 TRANSIENT 1 TRANSFER 0 NOISE 0 

* BEGIN NON-GRAPHICAL DATA

DC ANALYSIS
  2.83367e-007  5.0000e+000  4.0458e-008
  2.84367e-007  5.0000e+000 -3.8799e-008
  2.85367e-007  5.0000e+000 -1.1806e-007
  2.86367e-007  5.0000e+000 -1.9731e-007
  2.87367e-007  5.0000e+000 -6.6621e-008
  2.88367e-007  5.0000e+000  6.4072e-008
  2.89367e-007  5.0000e+000  2.1659e-008
  2.90367e-007  5.0000e+000 -2.0753e-008
  2.91367e-007  5.0000e+000 -6.3166e-008
  2.92367e-007  5.0000e+000 -1.0558e-007
  2.93367e-007  5.0000e+000 -1.4799e-007
  2.94367e-007  5.0000e+000 -1.9040e-007
  2.95367e-007  5.0000e+000 -6.4287e-008
  2.96367e-007  5.0000e+000  6.1829e-008
  2.97367e-007  5.0000e+000  2.0902e-008
  2.98367e-007  5.0000e+000 -2.0026e-008
  2.99367e-007  5.0000e+000 -6.0954e-008
  3.00367e-007  5.0000e+000 -1.0188e-007
  3.01000e-007  5.0000e+000 -1.2776e-007
 3.0100842e-007  4.9579e+000 -1.2460e-003
 3.011363e-007  4.3182e+000 -1.8318e-002
 3.013831e-007  3.0841e+000 -4.4392e-002
 3.015865e-007  2.0671e+000 -4.1785e-002
 3.017705e-007  1.1473e+000 -6.6479e-004
 3.019849e-007  7.5356e-002  1.2826e-001
 3.0200000e-007  0.0000e+000  1.4115e-001
 3.022905e-007  0.0000e+000  4.2084e-001
  3.02914e-007  0.0000e+000  1.0141e+000
  3.03484e-007  0.0000e+000  1.5465e+000
  3.04478e-007  0.0000e+000  2.4342e+000
  3.05146e-007  0.0000e+000  2.9786e+000
  3.05760e-007  0.0000e+000  3.4196e+000
  3.06259e-007  0.0000e+000  3.7271e+000
  3.06746e-007  0.0000e+000  3.9819e+000
  3.07297e-007  0.0000e+000  4.2180e+000
  3.08039e-007  0.0000e+000  4.4605e+000
  3.08563e-007  0.0000e+000  4.5850e+000
  3.09090e-007  0.0000e+000  4.6726e+000
  3.09401e-007  0.0000e+000  4.7170e+000
 3.096786e-007  0.0000e+000  4.7534e+000
 3.099736e-007  0.0000e+000  4.7867e+000
  3.10294e-007  0.0000e+000  4.8153e+000
  3.10618e-007  0.0000e+000  4.8376e+000
  3.10993e-007  0.0000e+000  4.8587e+000
  3.11422e-007  0.0000e+000  4.8799e+000
  3.11848e-007  0.0000e+000  4.8985e+000
  3.12514e-007  0.0000e+000  4.9226e+000
  3.13152e-007  0.0000e+000  4.9400e+000
  3.13853e-007  0.0000e+000  4.9543e+000
  3.14853e-007  0.0000e+000  4.9687e+000
  3.15853e-007  0.0000e+000  4.9786e+000
  3.16853e-007  0.0000e+000  4.9856e+000
  3.17853e-007  0.0000e+000  4.9904e+000
  3.18853e-007  0.0000e+000  4.9936e+000
  3.19853e-007  0.0000e+000  4.9956e+000
  3.20853e-007  0.0000e+000  4.9971e+000
  3.21853e-007  0.0000e+000  4.9981e+000
  3.22853e-007  0.0000e+000  4.9987e+000
  3.23853e-007  0.0000e+000  4.9992e+000
  3.24853e-007  0.0000e+000  4.9994e+000
  3.25853e-007  0.0000e+000  4.9996e+000
  3.26853e-007  0.0000e+000  4.9998e+000
  3.27853e-007  0.0000e+000  4.9998e+000
  3.28853e-007  0.0000e+000  4.9999e+000
  3.29853e-007  0.0000e+000  4.9999e+000
  3.30853e-007  0.0000e+000  4.9999e+000
  3.31853e-007  0.0000e+000  5.0000e+000
  3.32853e-007  0.0000e+000  5.0000e+000
  3.33853e-007  0.0000e+000  5.0000e+000
  3.34853e-007  0.0000e+000  5.0000e+000
  3.35853e-007  0.0000e+000  5.0000e+000
  3.36853e-007  0.0000e+000  5.0000e+000
  3.37853e-007  0.0000e+000  5.0000e+000
  3.38853e-007  0.0000e+000  5.0000e+000
  3.39853e-007  0.0000e+000  5.0000e+000
  3.40853e-007  0.0000e+000  5.0000e+000
  3.41853e-007  0.0000e+000  5.0000e+000
  3.42853e-007  0.0000e+000  5.0000e+000
  3.43853e-007  0.0000e+000  5.0000e+000
  3.44853e-007  0.0000e+000  5.0000e+000
  3.45853e-007  0.0000e+000  5.0000e+000
  3.46853e-007  0.0000e+000  5.0000e+000
  3.47853e-007  0.0000e+000  5.0000e+000
  3.48853e-007  0.0000e+000  5.0000e+000
  3.49853e-007  0.0000e+000  5.0000e+000
  3.50853e-007  0.0000e+000  5.0000e+000
  3.51853e-007  0.0000e+000  5.0000e+000
  3.52853e-007  0.0000e+000  5.0000e+000
  3.53853e-007  0.0000e+000  5.0000e+000
  3.54853e-007  0.0000e+000  5.0000e+000
  3.55853e-007  0.0000e+000  5.0000e+000
  3.56853e-007  0.0000e+000  5.0000e+000
  3.57853e-007  0.0000e+000  5.0000e+000
  3.58853e-007  0.0000e+000  5.0000e+000
  3.59853e-007  0.0000e+000  5.0000e+000
  3.60853e-007  0.0000e+000  5.0000e+000
  3.61853e-007  0.0000e+000  5.0000e+000
  3.62853e-007  0.0000e+000  5.0000e+000
  3.63853e-007  0.0000e+000  5.0000e+000
  3.64853e-007  0.0000e+000  5.0000e+000
  3.65853e-007  0.0000e+000  5.0000e+000
  3.66853e-007  0.0000e+000  5.0000e+000
  3.67853e-007  0.0000e+000  5.0000e+000
  3.68853e-007  0.0000e+000  5.0000e+000
  3.69853e-007  0.0000e+000  5.0000e+000
  3.70853e-007  0.0000e+000  5.0000e+000
  3.71853e-007  0.0000e+000  5.0000e+000
  3.72853e-007  0.0000e+000  5.0000e+000
  3.73853e-007  0.0000e+000  5.0000e+000
  3.74853e-007  0.0000e+000  5.0000e+000
  3.75853e-007  0.0000e+000  5.0000e+000
  3.76853e-007  0.0000e+000  5.0000e+000
  3.77853e-007  0.0000e+000  5.0000e+000
  3.78853e-007  0.0000e+000  5.0000e+000
  3.79853e-007  0.0000e+000  5.0000e+000
  3.80853e-007  0.0000e+000  5.0000e+000
  3.81853e-007  0.0000e+000  5.0000e+000
  3.82853e-007  0.0000e+000  5.0000e+000
  3.83853e-007  0.0000e+000  5.0000e+000
  3.84853e-007  0.0000e+000  5.0000e+000
  3.85853e-007  0.0000e+000  5.0000e+000
  3.86853e-007  0.0000e+000  5.0000e+000
  3.87853e-007  0.0000e+000  5.0000e+000
  3.88853e-007  0.0000e+000  5.0000e+000
  3.89853e-007  0.0000e+000  5.0000e+000
  3.90853e-007  0.0000e+000  5.0000e+000
  3.91853e-007  0.0000e+000  5.0000e+000
  3.92853e-007  0.0000e+000  5.0000e+000
  3.93853e-007  0.0000e+000  5.0000e+000
  3.94853e-007  0.0000e+000  5.0000e+000
  3.95853e-007  0.0000e+000  5.0000e+000
  3.96853e-007  0.0000e+000  5.0000e+000
  3.97853e-007  0.0000e+000  5.0000e+000
  3.98853e-007  0.0000e+000  5.0000e+000
  3.99853e-007  0.0000e+000  5.0000e+000
 4.000000e-007  0.0000e+000  5.0000e+000
 4.00003276e-007  1.6384e-002  5.0005e+000
 4.000818e-007  4.0906e-001  5.0129e+000
 4.002343e-007  1.1717e+000  5.0353e+000
 4.003485e-007  1.7429e+000  5.0435e+000
 4.004598e-007  2.2994e+000  5.0302e+000
 4.005780e-007  2.8905e+000  4.9802e+000
 4.006950e-007  3.4753e+000  4.8836e+000
 4.008292e-007  4.1463e+000  4.6981e+000
 4.010000e-007  5.0000e+000  4.3362e+000
 4.010697e-007  5.0000e+000  4.1539e+000
 4.012957e-007  5.0000e+000  3.5703e+000
 4.015075e-007  5.0000e+000  3.0362e+000
 4.018366e-007  5.0000e+000  2.2414e+000
 4.020686e-007  5.0000e+000  1.7263e+000
 4.022722e-007  5.0000e+000  1.3251e+000
 4.024902e-007  5.0000e+000  9.6396e-001
 4.026839e-007  5.0000e+000  7.0786e-001
 4.028722e-007  5.0000e+000  5.1459e-001
 4.031358e-007  5.0000e+000  3.2202e-001
 4.034004e-007  5.0000e+000  1.9764e-001
 4.036363e-007  5.0000e+000  1.2650e-001
 4.038725e-007  5.0000e+000  8.0104e-002
 4.041625e-007  5.0000e+000  4.5160e-002
  4.04596e-007  5.0000e+000  1.8605e-002
  4.05008e-007  5.0000e+000  7.5265e-003
 4.054134e-007  5.0000e+000  2.7099e-003
  4.05820e-007  5.0000e+000  7.1436e-004
  4.06487e-007  5.0000e+000 -2.9928e-004
  4.07367e-007  5.0000e+000 -1.0983e-004
  4.08367e-007  5.0000e+000 -3.7087e-005
  4.09367e-007  5.0000e+000 -1.2523e-005
  4.10367e-007  5.0000e+000 -4.2289e-006
  4.11367e-007  5.0000e+000 -1.4280e-006
  4.12367e-007  5.0000e+000 -4.8220e-007
  4.13367e-007  5.0000e+000 -1.6281e-007
  4.14367e-007  5.0000e+000 -5.4966e-008
  4.15367e-007  5.0000e+000  5.2882e-008
  4.16367e-007  5.0000e+000  1.6073e-007
  4.17367e-007  5.0000e+000  5.4315e-008
  4.18367e-007  5.0000e+000 -5.2101e-008
  4.19367e-007  5.0000e+000 -1.5852e-007
  4.20367e-007  5.0000e+000 -5.3518e-008
  4.21367e-007  5.0000e+000  5.1481e-008
  4.22367e-007  5.0000e+000  1.5648e-007
  4.23367e-007  5.0000e+000  5.2879e-008
  4.24367e-007  5.0000e+000 -5.0723e-008
  4.25367e-007  5.0000e+000 -1.5432e-007
  4.26367e-007  5.0000e+000 -5.2102e-008
  4.27367e-007  5.0000e+000  5.0121e-008
  4.28367e-007  5.0000e+000  1.5234e-007
  4.29367e-007  5.0000e+000  5.1481e-008
  4.30367e-007  5.0000e+000 -4.9381e-008
  4.31367e-007  5.0000e+000 -1.5024e-007
  4.32367e-007  5.0000e+000 -5.0724e-008
  4.33367e-007  5.0000e+000  4.8796e-008
  4.34367e-007  5.0000e+000  1.4832e-007
  4.35367e-007  5.0000e+000  5.0120e-008
  4.36367e-007  5.0000e+000 -4.8075e-008
  4.37367e-007  5.0000e+000 -1.4627e-007
  4.38367e-007  5.0000e+000 -4.9382e-008
  4.39367e-007  5.0000e+000  4.7507e-008
  4.40367e-007  5.0000e+000  1.4439e-007
  4.41367e-007  5.0000e+000  4.8796e-008
  4.42367e-007  5.0000e+000 -4.6803e-008
  4.43367e-007  5.0000e+000 -1.4240e-007
  4.44367e-007  5.0000e+000 -4.8075e-008
  4.45367e-007  5.0000e+000  4.6251e-008
  4.46367e-007  5.0000e+000  1.4058e-007
  4.47367e-007  5.0000e+000  4.7506e-008
  4.48367e-007  5.0000e+000 -4.5565e-008
  4.49367e-007  5.0000e+000 -1.3864e-007
  4.50367e-007  5.0000e+000 -4.6804e-008
  4.51367e-007  5.0000e+000  4.5030e-008
  4.52367e-007  5.0000e+000  1.3686e-007
  4.53367e-007  5.0000e+000  4.6251e-008
  4.54367e-007  5.0000e+000 -4.4361e-008
  4.55367e-007  5.0000e+000 -1.3497e-007
  4.56367e-007  5.0000e+000 -4.5566e-008
  4.57367e-007  5.0000e+000  4.3840e-008
  4.58367e-007  5.0000e+000  1.3325e-007
  4.59367e-007  5.0000e+000  4.5029e-008
  4.60367e-007  5.0000e+000 -4.3188e-008
  4.61367e-007  5.0000e+000 -1.3140e-007
  4.62367e-007  5.0000e+000 -4.4361e-008
  4.63367e-007  5.0000e+000  4.2682e-008
  4.64367e-007  5.0000e+000  1.2973e-007
  4.65367e-007  5.0000e+000  4.3840e-008
  4.66367e-007  5.0000e+000 -4.2046e-008
  4.67367e-007  5.0000e+000 -1.2793e-007
  4.68367e-007  5.0000e+000 -4.3188e-008
  4.69367e-007  5.0000e+000  4.1555e-008
  4.70367e-007  5.0000e+000  1.2630e-007
  4.71367e-007  5.0000e+000  4.2682e-008
  4.72367e-007  5.0000e+000 -4.0934e-008
  4.73367e-007  5.0000e+000 -1.2455e-007
  4.74367e-007  5.0000e+000 -4.2046e-008
  4.75367e-007  5.0000e+000  4.0458e-008
  4.76367e-007  5.0000e+000  1.2296e-007
  4.77367e-007  5.0000e+000  4.1555e-008
  4.78367e-007  5.0000e+000 -3.9852e-008
  4.79367e-007  5.0000e+000 -1.2126e-007
  4.80367e-007  5.0000e+000 -4.0935e-008
  4.81367e-007  5.0000e+000  3.9390e-008
  4.82367e-007  5.0000e+000  1.1972e-007
  4.83367e-007  5.0000e+000  4.0458e-008
  4.84367e-007  5.0000e+000 -3.8799e-008
  4.85367e-007  5.0000e+000 -1.1806e-007
  4.86367e-007  5.0000e+000 -1.9731e-007
  4.87367e-007  5.0000e+000 -6.6621e-008
  4.88367e-007  5.0000e+000  6.4072e-008
  4.89367e-007  5.0000e+000  2.1659e-008
  4.90367e-007  5.0000e+000 -2.0753e-008
  4.91367e-007  5.0000e+000 -6.3166e-008
  4.92367e-007  5.0000e+000 -1.0558e-007
  4.93367e-007  5.0000e+000 -1.4799e-007
  4.94367e-007  5.0000e+000 -1.9040e-007
  4.95367e-007  5.0000e+000 -6.4287e-008
  4.96367e-007  5.0000e+000  6.1829e-008
  4.97367e-007  5.0000e+000  2.0902e-008
  4.98367e-007  5.0000e+000 -2.0026e-008
  4.99367e-007  5.0000e+000 -6.0954e-008
  5.00367e-007  5.0000e+000 -1.0188e-007
  5.01000e-007  5.0000e+000 -1.2776e-007
 5.0100842e-007  4.9579e+000 -1.2460e-003
 5.011363e-007  4.3182e+000 -1.8318e-002
 5.013831e-007  3.0841e+000 -4.4392e-002
 5.015865e-007  2.0671e+000 -4.1785e-002
 5.017705e-007  1.1473e+000 -6.6479e-004
 5.019849e-007  7.5356e-002  1.2826e-001
 5.0200000e-007  6.6613e-014  1.4115e-001
 5.022905e-007  0.0000e+000  4.2084e-001
  5.02914e-007  0.0000e+000  1.0141e+000
  5.03484e-007  0.0000e+000  1.5465e+000
  5.04478e-007  0.0000e+000  2.4342e+000
  5.05146e-007  0.0000e+000  2.9786e+000
  5.05760e-007  0.0000e+000  3.4196e+000
 5.062590e-007  0.0000e+000  3.7271e+000
 5.067467e-007  0.0000e+000  3.9819e+000
  5.07297e-007  0.0000e+000  4.2180e+000
  5.08039e-007  0.0000e+000  4.4605e+000
  5.08563e-007  0.0000e+000  4.5850e+000
  5.09090e-007  0.0000e+000  4.6726e+000
 5.094015e-007  0.0000e+000  4.7170e+000
 5.096786e-007  0.0000e+000  4.7534e+000
 5.099736e-007  0.0000e+000  4.7867e+000
 5.102944e-007  0.0000e+000  4.8153e+000
 5.106180e-007  0.0000e+000  4.8376e+000
 5.109931e-007  0.0000e+000  4.8587e+000
 5.114226e-007  0.0000e+000  4.8799e+000
 5.118485e-007  0.0000e+000  4.8985e+000
  5.12514e-007  0.0000e+000  4.9226e+000
  5.13152e-007  0.0000e+000  4.9400e+000
  5.13853e-007  0.0000e+000  4.9543e+000
  5.14853e-007  0.0000e+000  4.9687e+000
  5.15853e-007  0.0000e+000  4.9786e+000
  5.16853e-007  0.0000e+000  4.9856e+000
  5.17853e-007  0.0000e+000  4.9904e+000
  5.18853e-007  0.0000e+000  4.9936e+000
  5.19853e-007  0.0000e+000  4.9956e+000
  5.20853e-007  0.0000e+000  4.9971e+000
  5.21853e-007  0.0000e+000  4.9981e+000
  5.22853e-007  0.0000e+000  4.9987e+000
  5.23853e-007  0.0000e+000  4.9992e+000
  5.24853e-007  0.0000e+000  4.9994e+000
  5.25853e-007  0.0000e+000  4.9996e+000
  5.26853e-007  0.0000e+000  4.9998e+000
  5.27853e-007  0.0000e+000  4.9998e+000
  5.28853e-007  0.0000e+000  4.9999e+000
  5.29853e-007  0.0000e+000  4.9999e+000
  5.30853e-007  0.0000e+000  4.9999e+000
  5.31853e-007  0.0000e+000  5.0000e+000
  5.32853e-007  0.0000e+000  5.0000e+000
  5.33853e-007  0.0000e+000  5.0000e+000
  5.34853e-007  0.0000e+000  5.0000e+000
  5.35853e-007  0.0000e+000  5.0000e+000
  5.36853e-007  0.0000e+000  5.0000e+000
  5.37853e-007  0.0000e+000  5.0000e+000
  5.38853e-007  0.0000e+000  5.0000e+000
  5.39853e-007  0.0000e+000  5.0000e+000
  5.40853e-007  0.0000e+000  5.0000e+000
  5.41853e-007  0.0000e+000  5.0000e+000
  5.42853e-007  0.0000e+000  5.0000e+000
  5.43853e-007  0.0000e+000  5.0000e+000
  5.44853e-007  0.0000e+000  5.0000e+000
  5.45853e-007  0.0000e+000  5.0000e+000
  5.46853e-007  0.0000e+000  5.0000e+000
  5.47853e-007  0.0000e+000  5.0000e+000
  5.48853e-007  0.0000e+000  5.0000e+000
  5.49853e-007  0.0000e+000  5.0000e+000
  5.50853e-007  0.0000e+000  5.0000e+000
  5.51853e-007  0.0000e+000  5.0000e+000
  5.52853e-007  0.0000e+000  5.0000e+000
  5.53853e-007  0.0000e+000  5.0000e+000
  5.54853e-007  0.0000e+000  5.0000e+000
  5.55853e-007  0.0000e+000  5.0000e+000
  5.56853e-007  0.0000e+000  5.0000e+000
  5.57853e-007  0.0000e+000  5.0000e+000
  5.58853e-007  0.0000e+000  5.0000e+000
  5.59853e-007  0.0000e+000  5.0000e+000
  5.60853e-007  0.0000e+000  5.0000e+000
  5.61853e-007  0.0000e+000  5.0000e+000
  5.62853e-007  0.0000e+000  5.0000e+000
  5.63853e-007  0.0000e+000  5.0000e+000
  5.64853e-007  0.0000e+000  5.0000e+000
  5.65853e-007  0.0000e+000  5.0000e+000
  5.66853e-007  0.0000e+000  5.0000e+000
  5.67853e-007  0.0000e+000  5.0000e+000
  5.68853e-007  0.0000e+000  5.0000e+000
  5.69853e-007  0.0000e+000  5.0000e+000
  5.70853e-007  0.0000e+000  5.0000e+000
  5.71853e-007  0.0000e+000  5.0000e+000
  5.72853e-007  0.0000e+000  5.0000e+000
  5.73853e-007  0.0000e+000  5.0000e+000
  5.74853e-007  0.0000e+000  5.0000e+000
  5.75853e-007  0.0000e+000  5.0000e+000
  5.76853e-007  0.0000e+000  5.0000e+000
  5.77853e-007  0.0000e+000  5.0000e+000
  5.78853e-007  0.0000e+000  5.0000e+000
  5.79853e-007  0.0000e+000  5.0000e+000
  5.80853e-007  0.0000e+000  5.0000e+000
  5.81853e-007  0.0000e+000  5.0000e+000
  5.82853e-007  0.0000e+000  5.0000e+000
  5.83853e-007  0.0000e+000  5.0000e+000
  5.84853e-007  0.0000e+000  5.0000e+000
  5.85853e-007  0.0000e+000  5.0000e+000
  5.86853e-007  0.0000e+000  5.0000e+000
  5.87853e-007  0.0000e+000  5.0000e+000
  5.88853e-007  0.0000e+000  5.0000e+000
  5.89853e-007  0.0000e+000  5.0000e+000
  5.90853e-007  0.0000e+000  5.0000e+000
  5.91853e-007  0.0000e+000  5.0000e+000
  5.92853e-007  0.0000e+000  5.0000e+000
  5.93853e-007  0.0000e+000  5.0000e+000
  5.94853e-007  0.0000e+000  5.0000e+000
  5.95853e-007  0.0000e+000  5.0000e+000
  5.96853e-007  0.0000e+000  5.0000e+000
  5.97853e-007  0.0000e+000  5.0000e+000
  5.98853e-007  0.0000e+000  5.0000e+000
  5.99853e-007  0.0000e+000  5.0000e+000
 6.000000e-007  0.0000e+000  5.0000e+000

* Parsing                      0.17 seconds
* Setup                        0.01 seconds
* DC operating point           0.01 seconds
* Transient Analysis           0.11 seconds
* -----------------------------------------
* Total                        0.30 seconds


* End of T-Spice output file
